,Unnamed: 0,block_num,id,race,sex,age,juv_fel_count,juv_misd_count,priors_count,charge_id,charge_degree,compas_decile_score,two_year_recid,c_charge_desc,mturk_charge_name,full_charge_description
503,504,11,9172,African American,Male,21,0,0,0,306,felony,7,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
504,505,11,3950,Caucasian,Male,38,0,0,3,306,felony,9,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
505,506,11,1191,Caucasian,Male,22,0,0,0,58,felony,4,1,Burglary Conveyance Unoccup,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
506,507,11,8939,African American,Female,26,0,0,1,45,misdemeanor,4,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
507,508,11,2907,African American,Male,22,0,0,3,167,felony,6,1,Felony Batt(Great Bodily Harm),Battery,Intentionally causing bodily harm to another person without a weapon
508,509,11,2152,African American,Female,42,0,0,2,66,felony,2,0,Burglary With Assault/battery,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
509,510,11,266,Hispanic,Male,54,0,0,2,65,felony,1,0,Burglary Unoccupied Dwelling,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
510,511,11,7508,Hispanic,Male,44,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
511,512,11,5506,Caucasian,Male,24,0,0,3,21,felony,5,1,Aggravated Battery / Pregnant,Assault,"An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
512,513,11,2638,Caucasian,Male,23,0,0,0,45,misdemeanor,4,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
513,514,11,3412,Caucasian,Male,25,0,0,0,45,misdemeanor,2,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
514,515,11,5689,Caucasian,Male,22,0,0,1,186,felony,4,0,Grand Theft (Motor Vehicle),Grand Theft,The unlawful taking of property worth more than $300
515,516,11,8565,African American,Male,30,0,0,13,168,felony,10,1,Felony Battery,Battery,Intentionally causing bodily harm to another person without a weapon
516,517,11,10703,African American,Male,43,0,1,23,114,felony,7,0,Deliver Cocaine 1000FT Park,Dealing Cocaine,Possessing cocaine with the intent to sell or deliver the cocaine
517,518,11,7247,African American,Female,24,0,0,2,57,felony,5,1,Burglary Conveyance Occupied,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
518,519,11,6339,African American,Male,49,0,0,11,426,misdemeanor,5,1,Viol Prot Injunc Repeat Viol,Restraining Order Violation,Violating the terms of a restraining order
519,520,11,469,African American,Male,20,0,0,0,186,felony,10,1,Grand Theft (Motor Vehicle),Grand Theft,The unlawful taking of property worth more than $300
520,521,11,8258,African American,Male,26,0,0,6,55,felony,7,1,Burglary Conveyance Armed,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
521,522,11,10169,Caucasian,Male,33,0,0,0,283,misdemeanor,7,1,Possess Cannabis/20 Grams Or Less,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
522,523,11,2898,Caucasian,Female,31,0,0,0,45,misdemeanor,3,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
523,524,11,8777,Caucasian,Male,21,0,0,1,56,felony,4,0,Burglary Conveyance Assault/Bat,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
524,525,11,9484,Caucasian,Female,41,0,0,1,45,misdemeanor,2,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
525,526,11,648,African American,Male,57,0,0,1,175,felony,5,1,Felony Petit Theft,Theft,The taking of another person's property worth less than $300
526,527,11,1611,African American,Male,47,0,0,4,306,felony,3,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
527,528,11,4835,African American,Male,37,0,0,1,175,felony,10,0,Felony Petit Theft,Theft,The taking of another person's property worth less than $300
528,529,11,3293,Caucasian,Female,27,0,0,0,303,felony,3,0,Possession of Cannabis,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
529,530,11,10317,African American,Male,62,0,0,0,133,misdemeanor,1,0,DUI Level 0.15 Or Minor In Veh,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
530,531,11,1157,Native American,Male,27,0,0,3,133,misdemeanor,7,0,DUI Level 0.15 Or Minor In Veh,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
531,532,11,4165,African American,Male,22,0,0,0,35,felony,7,0,Att Burgl Unoccupied Dwel,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
532,533,11,279,Hispanic,Male,57,0,0,1,129,felony,1,0,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
533,534,11,9971,Caucasian,Female,55,0,0,0,47,felony,1,0,Battery on a Person Over 65,Battery,Intentionally causing bodily harm to another person without a weapon
534,535,11,9380,Caucasian,Male,38,0,0,5,129,felony,4,0,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
535,536,11,10931,Hispanic,Male,28,0,0,1,344,felony,3,0,Robbery Sudd Snatch No Weapon,Robbery,"When a person intentionally and unlawfully takes money or property from another person through the use of force, violence, assault, or threat"
536,537,11,4694,Caucasian,Male,44,0,0,2,45,misdemeanor,4,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
537,538,11,10492,Hispanic,Female,25,0,1,14,65,felony,6,0,Burglary Unoccupied Dwelling,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
538,539,11,6687,Caucasian,Male,39,0,0,10,190,felony,8,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
539,540,11,10267,African American,Female,31,0,0,4,10,felony,8,0,Aggrav Battery w/Deadly Weapon,Battery with a Deadly Weapon,Intentionally causing bodily harm to another person with a deadly weapon
540,541,11,8642,Caucasian,Male,61,0,0,4,418,felony,6,0,Uttering a Forged Instrument,Forgery,"When a person falsely makes, alters, counterfeits, or forges a document that carries Òlegal efficacyÓ"
541,542,11,3347,African American,Female,36,0,0,7,92,felony,3,1,Criminal Mischief,Criminal Damage of less than $1000,"When a person willfully and maliciously damages another person's property - with damage less than $1,000"
542,543,11,4139,African American,Male,35,0,1,14,45,misdemeanor,8,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
543,544,11,3562,African American,Male,52,0,0,0,367,felony,1,0,Solicitation On Felony 3 Deg,Soliciting For Prostitution,"When a person solicits, induces, entices, or procures another person to engage in prostitution, lewdness, or assignation"
544,545,11,10560,Caucasian,Male,41,0,0,1,10,felony,1,1,Aggrav Battery w/Deadly Weapon,Battery with a Deadly Weapon,Intentionally causing bodily harm to another person with a deadly weapon
545,546,11,9685,African American,Male,22,0,0,0,45,misdemeanor,7,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
546,547,11,8014,African American,Male,52,0,0,7,190,misdemeanor,3,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
547,548,11,6164,African American,Female,37,0,0,1,66,felony,1,0,Burglary With Assault/battery,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
548,549,11,10580,Caucasian,Female,22,0,0,1,425,misdemeanor,8,0,Viol Pretrial Release Dom Viol,Domestic Violence,"The touching or striking of a family member, household member, or domestic partner against their will"
549,550,11,5939,Caucasian,Male,45,0,0,2,306,felony,1,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
550,551,12,9563,Caucasian,Male,22,0,0,1,367,felony,6,0,Solicitation On Felony 3 Deg,Soliciting For Prostitution,"When a person solicits, induces, entices, or procures another person to engage in prostitution, lewdness, or assignation"
551,552,12,603,African American,Male,29,1,0,2,21,felony,5,0,Aggravated Battery / Pregnant,Assault,"An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
552,553,12,1467,African American,Male,29,0,0,10,110,felony,7,1,Deliver Cannabis,Dealing Cannabis/Marijuana,Possessing cannabis with the intent to sell or deliver the cannabis
553,554,12,2959,African American,Male,26,0,0,2,45,misdemeanor,7,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
554,555,12,2543,African American,Male,37,2,3,24,66,felony,8,0,Burglary With Assault/battery,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
555,556,12,9303,African American,Male,30,0,0,0,127,misdemeanor,9,0,Driving License Suspended,Driving with a Suspended License,Driving with a license that has been suspended
556,557,12,8107,Caucasian,Female,49,0,0,1,208,misdemeanor,1,0,Leaving Acc/Unattended Veh,Fleeing the Scene of an Accident,When a person is involved in an accident or crash and willfully leaves the scene of the accident or crash without providing their information to the other individuals involved
557,558,12,2917,Caucasian,Male,26,0,0,3,243,misdemeanor,4,0,Petit Theft $100- $300,Theft,The taking of another person's property worth less than $300
558,559,12,4940,African American,Male,34,0,0,9,246,felony,10,1,Pos Cannabis W/Intent Sel/Del,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
559,560,12,2140,Caucasian,Female,59,0,0,1,189,felony,1,0,Grand Theft in the 1st Degree,Grand Theft,The unlawful taking of property worth more than $300
560,561,12,1615,Caucasian,Female,38,0,0,0,74,felony,1,0,Child Abuse,Child Abuse,Intentional infliction of physical or mental injury upon a child
561,562,12,8308,African American,Male,27,1,0,6,203,felony,7,1,Issuing a Worthless Draft,Fraud,Wrongful or criminal deception intended to result in financial or personal gain
562,563,12,9953,African American,Male,23,0,0,1,190,felony,3,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
563,564,12,6769,Caucasian,Female,40,0,0,0,306,felony,2,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
564,565,12,5635,Caucasian,Female,52,0,0,3,128,misdemeanor,1,0,Driving Under The Influence,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
565,566,12,7427,African American,Male,27,0,0,8,93,misdemeanor,8,0,Criminal Mischief Damage <$200,Criminal Damage of less than $1000,"When a person willfully and maliciously damages another person's property - with damage less than $1,000"
566,567,12,887,African American,Male,30,0,0,5,129,felony,6,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
567,568,12,7987,Caucasian,Male,29,4,1,10,58,felony,9,1,Burglary Conveyance Unoccup,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
568,569,12,3182,African American,Male,25,0,0,2,246,felony,5,0,Pos Cannabis W/Intent Sel/Del,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
569,570,12,163,Caucasian,Male,43,0,0,1,306,felony,1,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
570,571,12,3022,African American,Male,35,0,0,4,45,misdemeanor,5,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
571,572,12,8885,African American,Male,22,0,1,1,49,felony,8,1,Battery on Law Enforc Officer,Battery,Intentionally causing bodily harm to another person without a weapon
572,573,12,2456,Caucasian,Male,43,0,0,9,312,felony,6,0,Possession of Hydrocodone,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
573,574,12,4371,Caucasian,Male,57,0,0,0,328,misdemeanor,1,0,Prowling/Loitering,Loitering,"Standing or waiting around idly in a manner unusual for law-abiding citizens, creating an imminent threat to public safety"
574,575,12,8929,Hispanic,Male,30,0,0,1,129,felony,2,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
575,576,12,4701,Caucasian,Male,38,0,0,17,175,felony,10,0,Felony Petit Theft,Theft,The taking of another person's property worth less than $300
576,577,12,3508,African American,Female,20,0,0,0,190,felony,5,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
577,578,12,4643,African American,Male,32,0,1,12,45,misdemeanor,10,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
578,579,12,1943,African American,Male,24,0,0,0,292,felony,3,1,Possession Burglary Tools,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
579,580,12,5454,Caucasian,Female,25,0,0,0,313,felony,4,1,Possession of Hydromorphone,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
580,581,12,1629,African American,Male,27,0,0,2,6,felony,5,0,Agg Battery Grt/Bod/Harm,Battery,Intentionally causing bodily harm to another person without a weapon
581,582,12,9785,Caucasian,Male,47,0,0,0,45,misdemeanor,2,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
582,583,12,215,African American,Male,31,0,0,1,215,misdemeanor,2,0,Lewdness Violation,Child Molestation,"Intentionally touching the breasts, genitals, or buttocks of a child younger than 16 in a lewd or lascivious manner"
583,584,12,7640,Caucasian,Male,37,0,0,1,306,felony,7,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
584,585,12,4186,Caucasian,Male,59,0,0,0,297,felony,1,0,Possession Of Alprazolam,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
585,586,12,9597,Caucasian,Male,22,0,0,0,45,misdemeanor,4,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
586,587,12,9523,African American,Male,30,0,0,2,306,felony,5,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
587,588,12,4881,African American,Male,31,0,0,0,112,felony,6,0,Deliver Cocaine,Dealing Cocaine,Possessing cocaine with the intent to sell or deliver the cocaine
588,589,12,6000,African American,Female,23,0,0,0,292,felony,5,1,Possession Burglary Tools,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
589,590,12,7234,Hispanic,Male,37,0,0,1,190,felony,5,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
590,591,12,7675,Caucasian,Male,20,0,0,0,209,felony,7,1,Leaving the Scene of Accident,Fleeing the Scene of an Accident,When a person is involved in an accident or crash and willfully leaves the scene of the accident or crash without providing their information to the other individuals involved
591,592,12,9246,Caucasian,Female,55,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
592,593,12,6574,African American,Female,31,0,0,2,15,felony,2,1,Aggravated Assault W/Dead Weap,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
593,594,12,10656,African American,Male,20,0,0,0,65,felony,4,0,Burglary Unoccupied Dwelling,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
594,595,12,10935,Hispanic,Male,31,1,0,7,374,misdemeanor,9,1,Susp Drivers Lic 1st Offense,Driving with a Suspended License,Driving with a license that has been suspended
595,596,12,2765,African American,Female,26,0,0,0,45,misdemeanor,2,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
596,597,12,5678,African American,Male,38,0,1,16,260,felony,9,1,Poss of Cocaine W/I/D/S 1000FT Park,Possession of Cocaine,Possession of cocaine
597,598,12,7112,African American,Male,55,0,0,10,45,misdemeanor,7,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
598,599,12,1578,Caucasian,Male,39,0,0,1,224,felony,1,0,Money Launder 100K or More Dols,Money Laundering,
599,600,12,510,Hispanic,Male,51,0,0,1,31,misdemeanor,1,0,Assault,Assault,"An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
600,601,13,8285,African American,Male,28,0,0,8,45,misdemeanor,6,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
601,602,13,5535,Caucasian,Male,21,0,0,1,58,felony,6,1,Burglary Conveyance Unoccup,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
602,603,13,210,African American,Male,32,0,0,3,306,felony,7,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
603,604,13,10243,Hispanic,Female,29,0,0,0,122,misdemeanor,3,0,Disorderly Conduct,Disorderly Conduct,"Commiting an act that corrupts the public morals, outrages the sense of public decency, or affects the peace and quiet of persons who may witness them, or engages in brawling, fightin, or other conduct that constitutes a breach of the peace"
604,605,13,5128,Hispanic,Male,39,0,0,1,45,misdemeanor,2,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
605,606,13,1244,Caucasian,Male,47,0,0,2,377,felony,4,0,Tamper With Witness/Victim/CI,Tampering with a Witness,The act of attempting to alter or prevent the testimony of witnesses within criminal or civil proceedings
606,607,13,7962,African American,Female,41,0,0,0,18,felony,1,0,Aggravated Battery,Battery,Intentionally causing bodily harm to another person without a weapon
607,608,13,5921,Caucasian,Male,52,0,0,4,426,misdemeanor,3,1,Viol Prot Injunc Repeat Viol,Restraining Order Violation,Violating the terms of a restraining order
608,609,13,2484,Caucasian,Male,50,0,0,0,128,misdemeanor,1,0,Driving Under The Influence,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
609,610,13,7488,African American,Male,21,0,0,0,18,felony,8,1,Aggravated Battery,Battery,Intentionally causing bodily harm to another person without a weapon
610,611,13,2446,Caucasian,Male,23,0,0,0,15,felony,3,1,Aggravated Assault W/Dead Weap,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
611,612,13,6661,Caucasian,Male,24,0,0,0,303,felony,2,0,Possession of Cannabis,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
612,613,13,8000,African American,Female,26,0,0,1,10,felony,3,1,Aggrav Battery w/Deadly Weapon,Battery with a Deadly Weapon,Intentionally causing bodily harm to another person with a deadly weapon
613,614,13,6570,Caucasian,Male,47,0,0,2,306,felony,4,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
614,615,13,7581,African American,Male,27,0,0,0,74,misdemeanor,1,1,Child Abuse,Child Abuse,Intentional infliction of physical or mental injury upon a child
615,616,13,10449,African American,Female,51,0,0,3,379,misdemeanor,2,0,Tampering With Physical Evidence,Tampering With Physical Evidence,"When a person alters, destroys, suppresses or conceals any record, document or thing with purpose to impair its verity, legibility or availability in any official proceeding or investigation"
616,617,13,2654,African American,Male,27,0,0,3,207,misdemeanor,7,0,Leave Accd/Attend Veh/Less $50,Fleeing the Scene of an Accident,When a person is involved in an accident or crash and willfully leaves the scene of the accident or crash without providing their information to the other individuals involved
617,618,13,9392,Caucasian,Male,53,0,0,1,45,misdemeanor,5,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
618,619,13,1874,Caucasian,Female,28,0,0,1,45,misdemeanor,4,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
619,620,13,4612,Caucasian,Male,31,0,0,4,175,felony,7,1,Felony Petit Theft,Theft,The taking of another person's property worth less than $300
620,621,13,8761,Caucasian,Male,32,0,0,4,45,misdemeanor,2,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
621,622,13,2865,African American,Male,22,0,0,2,89,felony,4,1,Crim Use of Personal ID Info,Forgery,"When a person falsely makes, alters, counterfeits, or forges a document that carries Òlegal efficacyÓ"
622,623,13,366,Caucasian,Male,22,0,0,1,430,misdemeanor,8,1,Voyeurism,Voyeurism,
623,624,13,3113,Hispanic,Male,34,0,0,2,416,felony,3,1,Use of Anti-Shoplifting Device,Shoplifting,
624,625,13,7381,African American,Female,43,0,0,0,190,felony,6,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
625,626,13,1144,African American,Female,29,0,0,3,306,felony,5,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
626,627,13,7821,Caucasian,Male,30,0,0,1,310,felony,8,0,Possession Of Fentanyl,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
627,628,13,4933,African American,Male,37,0,0,14,129,felony,8,0,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
628,629,13,5727,African American,Male,40,0,0,21,168,felony,5,0,Felony Battery,Battery,Intentionally causing bodily harm to another person without a weapon
629,630,13,4476,African American,Male,60,0,0,19,306,felony,8,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
630,631,13,10975,African American,Male,25,0,0,1,167,felony,2,0,Felony Batt(Great Bodily Harm),Battery,Intentionally causing bodily harm to another person without a weapon
631,632,13,5138,Caucasian,Male,21,0,0,0,303,felony,7,1,Possession of Cannabis,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
632,633,13,9745,African American,Male,23,0,0,2,392,misdemeanor,7,1,Trespass On School Grounds,Trespassing,"Willfully entering or remaining on some form of real property without authorization, license, or invitation"
633,634,13,4834,African American,Female,27,0,0,3,342,felony,5,0,Robbery / No Weapon,Robbery,"When a person intentionally and unlawfully takes money or property from another person through the use of force, violence, assault, or threat"
634,635,13,2681,African American,Male,43,0,0,1,344,felony,3,0,Robbery Sudd Snatch No Weapon,Robbery,"When a person intentionally and unlawfully takes money or property from another person through the use of force, violence, assault, or threat"
635,636,13,10686,Caucasian,Male,36,0,0,0,404,felony,1,0,Unauth Poss ID Card or DL,Fraud,Wrongful or criminal deception intended to result in financial or personal gain
636,637,13,6631,African American,Male,43,0,0,0,418,felony,5,1,Uttering a Forged Instrument,Forgery,"When a person falsely makes, alters, counterfeits, or forges a document that carries Òlegal efficacyÓ"
637,638,13,8794,Caucasian,Female,30,0,0,1,129,felony,2,0,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
638,639,13,8355,African American,Male,28,0,0,2,246,felony,4,0,Pos Cannabis W/Intent Sel/Del,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
639,640,13,3488,Caucasian,Male,36,0,0,2,280,felony,1,0,"Poss3,4 Methylenedioxymethcath",Possession of Ecstasy,Possession of Ecstasy
640,641,13,10643,African American,Male,22,0,0,0,337,misdemeanor,10,0,Resist/Obstruct W/O Violence,Resisting an Officer,"When a person knowingly and willfuly, but not violently, resists, obstructs, or opposes a law enforcement officer engaged in the execution of legal process, or lawful execution of a legal duty"
641,642,13,1682,Caucasian,Male,40,0,0,3,172,felony,1,0,Felony Driving While Lic Suspd,Driving with a Suspended License,Driving with a license that has been suspended
642,643,13,1530,Hispanic,Male,69,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
643,644,13,6022,Caucasian,Male,58,0,0,5,190,felony,3,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
644,645,13,3480,African American,Male,53,0,0,1,134,misdemeanor,2,0,DUI Property Damage/Injury,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
645,646,13,3636,African American,Female,54,0,0,7,183,felony,6,0,Fraudulent Use of Credit Card,Fraud,Wrongful or criminal deception intended to result in financial or personal gain
646,647,13,8264,African American,Male,30,0,0,1,49,felony,3,1,Battery on Law Enforc Officer,Battery,Intentionally causing bodily harm to another person without a weapon
647,648,13,2519,African American,Male,32,1,3,24,129,felony,7,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
648,649,13,9041,Caucasian,Male,36,0,0,0,128,misdemeanor,1,0,Driving Under The Influence,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
649,650,13,9475,African American,Male,31,0,0,1,129,felony,1,0,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
650,651,14,4335,African American,Male,37,0,0,0,306,felony,9,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
651,652,14,3925,African American,Male,22,0,0,0,58,felony,3,1,Burglary Conveyance Unoccup,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
652,653,14,7607,African American,Female,23,0,0,1,10,felony,3,0,Aggrav Battery w/Deadly Weapon,Battery with a Deadly Weapon,Intentionally causing bodily harm to another person with a deadly weapon
653,654,14,2766,African American,Male,28,0,0,8,190,felony,8,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
654,655,14,8379,Asian,Male,76,0,0,0,16,felony,1,0,Aggravated Assault w/Firearm,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
655,656,14,2220,African American,Male,52,0,0,15,128,misdemeanor,4,1,Driving Under The Influence,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
656,657,14,3337,African American,Male,32,0,0,14,172,felony,8,1,Felony Driving While Lic Suspd,Driving with a Suspended License,Driving with a license that has been suspended
657,658,14,7355,Caucasian,Female,35,0,0,2,128,misdemeanor,3,0,Driving Under The Influence,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
658,659,14,1250,African American,Male,35,0,0,13,306,felony,8,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
659,660,14,5634,Caucasian,Male,39,0,0,0,179,felony,1,0,Fleeing Or Attmp Eluding A Leo,Fleeing a Law Enforcement Officer,
660,661,14,98,African American,Male,27,0,1,6,21,felony,6,1,Aggravated Battery / Pregnant,Assault,"An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
661,662,14,6320,African American,Male,39,0,0,21,129,felony,10,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
662,663,14,1604,African American,Male,36,0,0,4,45,misdemeanor,5,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
663,664,14,8681,African American,Male,33,0,0,12,379,felony,9,1,Tampering With Physical Evidence,Tampering With Physical Evidence,"When a person alters, destroys, suppresses or conceals any record, document or thing with purpose to impair its verity, legibility or availability in any official proceeding or investigation"
664,665,14,1325,African American,Female,52,0,0,0,16,felony,1,0,Aggravated Assault w/Firearm,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
665,666,14,8140,African American,Male,31,3,0,16,129,felony,10,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
666,667,14,2537,African American,Female,27,0,0,0,45,misdemeanor,2,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
667,668,14,8239,African American,Male,28,0,0,7,190,felony,10,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
668,669,14,3818,African American,Male,23,0,0,1,206,misdemeanor,4,0,Leave Acc/Attend Veh/More $50,Fleeing the Scene of an Accident,When a person is involved in an accident or crash and willfully leaves the scene of the accident or crash without providing their information to the other individuals involved
669,670,14,9129,African American,Male,26,0,0,2,18,felony,6,0,Aggravated Battery,Battery,Intentionally causing bodily harm to another person without a weapon
670,671,14,622,Caucasian,Female,39,0,0,0,123,misdemeanor,6,0,Disorderly Intoxication,Disorderly Intoxication,"When an intoxicated person endangers the safety of another person or property, or causes a disturbance in public"
671,672,14,3387,African American,Male,52,0,0,1,423,misdemeanor,1,1,Viol Injunct Domestic Violence,Domestic Violence,"The touching or striking of a family member, household member, or domestic partner against their will"
672,673,14,4336,African American,Male,23,0,0,1,303,felony,4,0,Possession of Cannabis,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
